text,label
but can you still cancel?,off_topic
but can you cancel it?,off_topic
what about no?,off_topic
don't do that,off_topic
i don't want it,off_topic
i don't want that,off_topic
i disagree with you,off_topic
i don't agree,off_topic
i disagree,off_topic
but i disagree,off_topic
i don't think so,off_topic
but i don't think so,off_topic
i said no,off_topic
but not today,off_topic
i don't want to do it,off_topic
i don't want to,off_topic
no i wouldn't,off_topic
no please,off_topic
not now thanks,off_topic
no need to thank you,off_topic
can you wait?,off_topic
don't go too fast,off_topic
don't hurry,off_topic
wanna hug you,off_topic
do you want a hug?,off_topic
can i hug you?,off_topic
i'd like to hug you,off_topic
could you please hug me?,off_topic
could you hug me,off_topic
could you hug me?,off_topic
can you give me a hug?,off_topic
i'd like a hug,off_topic
i want a hug,off_topic
i don't care about it,off_topic
i don't care,off_topic
that shouldn't concern me,off_topic
i shouldn't care,off_topic
i shouldn't care about this,off_topic
it doesn't bother me,off_topic
i don't care a lot,off_topic
i don't care at all,off_topic
you don't care?,off_topic
the fact that i'm not too concerned,off_topic
please excuse me,off_topic
i'm sorry,off_topic
i apologize to you,off_topic
i apologize,off_topic
i'm so sorry,off_topic
oh my apologies,off_topic
you should excuse me,off_topic
i'd like to give you an apology,off_topic
i beg your forgiveness,off_topic
i'm asking for your pardon,off_topic
i beg your pardon,off_topic
i said i'm sorry,off_topic
apologize for the inconvenience,off_topic
you're supposed to forgive me,off_topic
please forgive me,off_topic
i'd like to say sorry,off_topic
i want to say i'm sorry,off_topic
i just want to say i'm sorry,off_topic
i just want to say sorry,off_topic
i want to say sorry,off_topic
ok i'm sorry,off_topic
what exactly are you referring to,off_topic
is that what you mean?,off_topic
what exactly are you saying?,off_topic
but what do you mean?,off_topic
it wasn't right,off_topic
so it's not what i asked,off_topic
that's not what i asked,off_topic
that's the wrong thing,off_topic
there's a mistake,off_topic
it's just wrong,off_topic
it's not correct,off_topic
that's not correct,off_topic
ahahh,off_topic
ahahahah,off_topic
ahahahaha,off_topic
hahahahahaha,off_topic
haha hahaha haha,off_topic
hahaha hahahahaha,off_topic
funny,off_topic
very funny,off_topic
very funny,off_topic
till the next time,off_topic
i have to go,off_topic
never mind,off_topic
so goodbye,off_topic
that's all for goodbye,off_topic
keep me alone,off_topic
let me be alone,off_topic
just leave me alone,off_topic
all right bye,off_topic
ok good bye,off_topic
i hope you have a good night,off_topic
tonight,off_topic
the morning,off_topic
goodbye goodnight,off_topic
goodbye good night,off_topic
good night goodbye,off_topic
all right good night,off_topic
all right goodnight,off_topic
all right have a good night,off_topic
please sleep well,off_topic
nice day don't you think?,off_topic
a great day isn't it?,off_topic
it's a lovely day doesn't it?,off_topic
how's your morning going?,off_topic
how is your morning so far?,off_topic
what's your progress?,off_topic
how's this going?,off_topic
how're you doing?,off_topic
how are you?,off_topic
how is everything?,off_topic
how are things going?,off_topic
how are the things going?,off_topic
are you okay?,off_topic
are you fine?,off_topic
how's the mood?,off_topic
how's your mood?,off_topic
what are you feeling like?,off_topic
how are you today?,off_topic
how do you do this?,off_topic
how do you do it?,off_topic
how's the situation?,off_topic
how's it?,off_topic
how it's going?,off_topic
how is this going?,off_topic
how's it going?,off_topic
how's your night?,off_topic
how's your evening?,off_topic
how did the day go?,off_topic
how was your day?,off_topic
are you having a good day?,off_topic
hope your day goes well,off_topic
how's the life?,off_topic
how's life?,off_topic
i'm fine and you're fine,off_topic
how's your life?,off_topic
how is your life?,off_topic
how's the day going?,off_topic
how's your day going?,off_topic
how is your morning going?,off_topic
what's your day like?,off_topic
how's your day gone?,off_topic
what about you?,off_topic
how about you?,off_topic
how's your day?,off_topic
nice to see you,off_topic
i'm glad to meet you,off_topic
nice to see you too,off_topic
happy to see you,off_topic
happy to meet you,off_topic
i'm happy to see you,off_topic
it's an honour to meet you,off_topic
wonderful to meet you,off_topic
happy to see you,off_topic
what a pleasure to meet you,off_topic
how nice to see you,off_topic
glad to see you again,off_topic
it's nice talking to you,off_topic
it was nice to talk with you,off_topic
it's really nice to talk to you,off_topic
i'm happy to talk to you,off_topic
what a pleasure to chat with you,off_topic
how nice to talk to you,off_topic
what's your thought?,off_topic
what happened?,off_topic
what happened,off_topic
what's happened?,off_topic
what's going on here?,off_topic
what?,off_topic
i asked what's going on,off_topic
i said what's going on?,off_topic
i said what's going on,off_topic
i asked what's up?,off_topic
i said what's up,off_topic
then what is going on?,off_topic
and what's going on?,off_topic
then what's up?,off_topic
what's going on?,off_topic
what is going on?,off_topic
what's the crack?,off_topic
what's cooking?,off_topic
hey what's going on?,off_topic
hey what's up?,off_topic
i'm mad about this,off_topic
i'm angry and angry,off_topic
i am angry,off_topic
i'm mad,off_topic
i'm infuriated,off_topic
i'm enraged,off_topic
i'm upset,off_topic
i'm angry,off_topic
i'm furious,off_topic
i'm mad at you,off_topic
i'm angry at you,off_topic
i'm angry with you,off_topic
i am angry with you,off_topic
i'm crazy,off_topic
i'm so mad,off_topic
i am mad at you,off_topic
i'm back,off_topic
i'm here again,off_topic
here i am again,off_topic
now here i am again,off_topic
i got back there,off_topic
i've come back,off_topic
i have come back,off_topic
i got back,off_topic
i came back,off_topic
i'm bored,off_topic
boring?,off_topic
i get bored,off_topic
i'm getting bored,off_topic
i am getting bored,off_topic
this is a boring thing,off_topic
it's boring,off_topic
it's a bit boring,off_topic
i'm overwhelmed,off_topic
i'm overloaded,off_topic
i don't have time,off_topic
i'm busy,off_topic
i'm flooded,off_topic
i'm so swamped,off_topic
i'm being swamped,off_topic
i'm swamped,off_topic
i have things to do,off_topic
i have something to do,off_topic
i have to do some work,off_topic
i have a job to do,off_topic
i have some work to do,off_topic
i work,off_topic
i'm a worker,off_topic
i'm working,off_topic
i don't have time to do this,off_topic
i don't have time for it,off_topic
i don't have time for this,off_topic
i'm an insomniac,off_topic
i'm insomniac,off_topic
i'm insomnious,off_topic
i'm a sleepless mess,off_topic
i'm sleepy,off_topic
i'm sleepless,off_topic
i can't sleep,off_topic
i can't get any sleep,off_topic
i'm not able to sleep,off_topic
can't sleep at all,off_topic
i can't fall asleep,off_topic
i can't go to bed,off_topic
i can't get to sleep,off_topic
i can't have sleep,off_topic
i am an insomniac,off_topic
i am a insomniac,off_topic
bad time to chat,off_topic
a bad time to talk,off_topic
i don't want to talk about that,off_topic
i don't want to talk,off_topic
stop talking,off_topic
i'm not going to talk to you,off_topic
i'm not talking to you,off_topic
i'm not going to talk to you anymore,off_topic
i'm not talking to you anymore,off_topic
i don't want to talk to you,off_topic
let's just stop talking for a minute,off_topic
i'm not happy to talk,off_topic
i'm not into chat,off_topic
i'm not in a mood to talk,off_topic
i'm not in the mood to talk,off_topic
i'm not in the mood for talk,off_topic
i'm not in the mood to chat,off_topic
i'm not in the mood for chatting,off_topic
i'm excited,off_topic
i am excited,off_topic
i'm very excited,off_topic
i'm really excited,off_topic
how excited i am,off_topic
i'm very excited about this,off_topic
i'm so excited,off_topic
i'm delighted,off_topic
i'm really thrilled,off_topic
i'm thrilled,off_topic
i'm excited to work with you,off_topic
i'm excited about working with you,off_topic
i'm excited about starting our friendship,off_topic
i'm excited to start our friendship,off_topic
i want to go to sleep,off_topic
i want to go to bed,off_topic
i'd like to go to sleep,off_topic
i'd like to go to bed,off_topic
the time to go to bed,off_topic
i'm going to bed,off_topic
i'm tired and i want to go to bed,off_topic
i'm a little tired i want to go to bed,off_topic
i'm a little tired and i want to go to bed,off_topic
go to bed,off_topic
i'm good,off_topic
i do great,off_topic
i'm doing pretty good,off_topic
i'm doing so well,off_topic
i'm doing great,off_topic
i'm ok,off_topic
i'm feeling good,off_topic
i'm doing okay,off_topic
i'm doing well,off_topic
i'm doing fine,off_topic
i do it,off_topic
i'm doing good,off_topic
i'm great thanks,off_topic
i'm glad,off_topic
i'm happy,off_topic
i am happy,off_topic
if you are happy then so is i,off_topic
if you are happy then i'm happy,off_topic
if you're happy then i'm happy,off_topic
i'm happy for you,off_topic
i'm happy to help,off_topic
i have a birthday today,off_topic
i celebrate my birthday today,off_topic
i'm celebrating my birthday today,off_topic
today's my birthday,off_topic
today it's my birthday,off_topic
i'm having my birthday today,off_topic
my birthday,off_topic
i have a birthday,off_topic
i'm here now,off_topic
i'm here,off_topic
i am here,off_topic
here i am,off_topic
i'm already here,off_topic
can you tell me if i'm here?,off_topic
can you tell if i'm here?,off_topic
can you tell me if i'm here or not?,off_topic
can you tell if i'm here or not?,off_topic
i'm just kidding,off_topic
i'm just saying,off_topic
i'm just joking,off_topic
i'm joking,off_topic
i am kidding,off_topic
i'm kidding,off_topic
i just'm trying to be funny,off_topic
i'm just funny,off_topic
i'm just having fun,off_topic
that was a joke,off_topic
just a joke,off_topic
i just thought it was a joke,off_topic
i just joked,off_topic
i was just joking,off_topic
i'm just making a joke,off_topic
that's a joke,off_topic
i'm doing it as a joke,off_topic
i'm just playing with you,off_topic
i like you,off_topic
i think i like you,off_topic
i like you too,off_topic
but i like you,off_topic
i like you very much,off_topic
you're special for me,off_topic
you know i like you,off_topic
you're special to me,off_topic
but i really like you,off_topic
that's what i love about you,off_topic
that's what i like about you,off_topic
i like you as my friend,off_topic
i like you as a friend,off_topic
i told you i like you,off_topic
i said i like you,off_topic
i start liking you,off_topic
i start to like you,off_topic
i'm starting to like you,off_topic
you're great and i like you,off_topic
but i like u,off_topic
of course i like you,off_topic
but i like you very much,off_topic
but i like you so much,off_topic
you're funny and i like you,off_topic
i 'd like to like you,off_topic
i kind of like you,off_topic
you're a special person to me,off_topic
you're my special guy,off_topic
i like you like that,off_topic
i like it about you,off_topic
i like that about you,off_topic
but i like you just like you are,off_topic
but i like you just how you are,off_topic
but i like you just the way you are,off_topic
you're so special for me,off_topic
you are so special for me,off_topic
because i like you,off_topic
now i like you,off_topic
i like you so much,off_topic
i really like you,off_topic
i'm lonely,off_topic
i am very lonely,off_topic
i'm very lonely,off_topic
i'm so alone,off_topic
i'm so lonely,off_topic
i feel alone,off_topic
i feel lonely,off_topic
i'm feeling lonely,off_topic
what do i look like?,off_topic
how should i look?,off_topic
how do i look?,off_topic
do i look good?,off_topic
you know what i look like?,off_topic
don't you know what i look like?,off_topic
do you know what i look like?,off_topic
can you see how i look?,off_topic
can you see what i'm like?,off_topic
can you see what i look like?,off_topic
what do you think i look like?,off_topic
i love you,off_topic
i also love you,off_topic
i love you too,off_topic
i think i'm in love with you,off_topic
i think i love you,off_topic
you know i love you,off_topic
i miss you,off_topic
i miss you dearly,off_topic
i missed you,off_topic
what should i do to deal with it?,off_topic
what should i do?,off_topic
if anyone can help,off_topic
if you have any suggestions,off_topic
what are your suggestions?,off_topic
what would you recommend?,off_topic
what do you recommend?,off_topic
give me advice,off_topic
give me good advice,off_topic
give me some advice,off_topic
give me some wise advice,off_topic
give me a good advice,off_topic
i need advice on what to do,off_topic
i need advice on this,off_topic
i need help,off_topic
i need advice,off_topic
give me some tips?,off_topic
you have a suggestion for me?,off_topic
what advice do you have for me?,off_topic
you have advice for me?,off_topic
do you have advice for me?,off_topic
do you have any advice for me?,off_topic
tell me the best way,off_topic
please advise me,off_topic
i'd like your advice,off_topic
can i ask your advice?,off_topic
can i ask for your advice?,off_topic
can you give me a little advice?,off_topic
can you help me out?,off_topic
can you give me some advice?,off_topic
could you advise me?,off_topic
can you advise me?,off_topic
please help me,off_topic
can you give me a suggestion?,off_topic
can you give me advice?,off_topic
could you offer advice?,off_topic
can you provide any advice,off_topic
can you offer advice?,off_topic
can you offer any advice?,off_topic
give me some advice about what to do,off_topic
give me some advice about this,off_topic
give me some advice about it,off_topic
give me some advice about,off_topic
please help me with advice,off_topic
i can use some advice,off_topic
i could use some advice,off_topic
i need a piece of advice from you,off_topic
i need advice from you,off_topic
i need an advice from you,off_topic
i would like to get your advice,off_topic
i ask you for your advice,off_topic
i'm seeking your advice,off_topic
i am seeking your advice,off_topic
i seek your advice,off_topic
what can you recommend?,off_topic
what suggestions do you have for other people?,off_topic
what suggestions would you give?,off_topic
what advice would you give?,off_topic
what do you think?,off_topic
what would you suggest?,off_topic
what do you suggest?,off_topic
recommend some advice?,off_topic
what's your advice?,off_topic
what is your advice?,off_topic
i'm sad,off_topic
i grieve,off_topic
i'm grieving,off_topic
i'm depressed,off_topic
i feel sad,off_topic
i'm feeling sad,off_topic
i'm frustrated,off_topic
i'm upset,off_topic
i am upset,off_topic
i'm just not happy,off_topic
i am unhappy,off_topic
i'm unhappy,off_topic
i have a bad day,off_topic
i'm having a bad day,off_topic
i want to cry,off_topic
i'm not happy about it,off_topic
i'm not happy,off_topic
i'm sleepy,off_topic
i want to sleep,off_topic
i am going to sleep,off_topic
i'm trying to fall asleep,off_topic
i'm falling asleep,off_topic
i sleep,off_topic
i'm sleeping,off_topic
i test you,off_topic
i'm trying to test you,off_topic
i'm testing you,off_topic
can i test you?,off_topic
i want to test you,off_topic
i just'm trying to test it on you,off_topic
lets try it out,off_topic
testing the chatbot,off_topic
testing a chatbot,off_topic
testing chatbots,off_topic
i'm exhausted,off_topic
i'm depleted,off_topic
i'm drained,off_topic
i'm too busy,off_topic
i've been so overworked,off_topic
i'm overworked,off_topic
i've overworked,off_topic
i'm tired,off_topic
i am tired,off_topic
i get tired,off_topic
i become weary,off_topic
i get weary,off_topic
i grow weary,off_topic
i'm wiped out,off_topic
i'm getting tired,off_topic
i feel tired,off_topic
i'm waiting,off_topic
we wait,off_topic
we're waiting,off_topic
i'll wait,off_topic
can't wait,off_topic
i can't wait,off_topic
i can't wait anymore,off_topic
how long do i wait?,off_topic
how long do i have to wait?,off_topic
i'll miss you,off_topic
can i see you again?,off_topic
i just want to talk,off_topic
let's talk about something,off_topic
let's do a conversation,off_topic
let's have some discussions,off_topic
can i speak?,off_topic
can i start to speak?,off_topic
can i start speaking?,off_topic
can we speak?,off_topic
can we talk?,off_topic
let's talk about it,off_topic
i'd like to talk to you,off_topic
i want to talk to you,off_topic
i have to talk to you,off_topic
i need to talk to you,off_topic
i'd like to talk with you,off_topic
i want to talk with you,off_topic
i want to speak to you,off_topic
i want to speak with you,off_topic
can we chat?,off_topic
i'll come back with you in a minute,off_topic
i'll get back to you,off_topic
i'll be back with you in a minute,off_topic
i'll come back to you in a minute,off_topic
i promise i'll come back,off_topic
i promise to come back,off_topic
i'll be back in a couple of minutes,off_topic
i'll be back in a few minutes,off_topic
